woj,pow,rok,kod,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci,odsetek_bezrobotnych_dlugotrwalych,wielkosc_wynagrodzenia,odsetek_rozwodow,liczba_osob_na_1_izbe,przecietna_powiechnia_mieszkania_na_1_osobe
zachodniopomorskie,m. koszalin,2016,3261000,17,62,121,401,139.0,130.0,132.0,0.5527,3820,0.5624,0.65,27.2
zachodniopomorskie,m. szczecin,2016,3262000,89,1430,1430,420,288.0,28.0,104.0,0.5104,4539,0.411,0.64,27.6
zachodniopomorskie,m. swinoujscie,2016,3263000,14,169,60,99,95.0,3.0,1.0,0.4432,4306,0.3687,0.53,33.3
zachodniopomorskie,mysliborski,2016,3210000,57,49,45,95,61.0,16.0,18.0,0.535,3543,0.4407,0.76,23.6
zachodniopomorskie,policki,2016,3211000,13,153,172,140,104.0,18.0,18.0,0.5154,4506,0.4578,0.62,32.7
zachodniopomorskie,pyrzycki,2016,3212000,4,44,64,93,63.0,18.0,12.0,0.6156,3429,0.2816,0.8,22.8
zachodniopomorskie,stargardzki,2016,3214000,44,225,257,548,316.0,95.0,137.0,0.525,3609,0.3298,0.77,23.1
zachodniopomorskie,szczecinecki,2016,3215000,17,94,102,499,207.0,161.0,131.0,0.5769,3705,0.3253,0.74,24.1
zachodniopomorskie,slawienski,2016,3213000,9,65,66,112,68.0,18.0,26.0,0.5331,3252,0.3759,0.72,26.8
zachodniopomorskie,walecki,2016,3217000,31,103,128,366,177.0,106.0,83.0,0.5343,3557,0.2939,0.75,24.6
zachodniopomorskie,lobeski,2016,3218000,8,101,142,258,111.0,83.0,64.0,0.604,3594,0.2892,0.77,23.5
zachodniopomorskie,swidwinski,2016,3216000,12,65,82,311,119.0,110.0,82.0,0.5025,3223,0.4508,0.76,24.2
łódzkie,belchatowski,2016,1001000,18,203,231,456,354.0,53.0,49.0,0.5504,5778,0.3781,0.69,28.5
łódzkie,brzezinski,2016,1021000,4,37,37,130,49.0,43.0,38.0,0.5812,2901,0.3214,0.7,29.9
łódzkie,kutnowski,2016,1002000,50,226,230,667,347.0,129.0,191.0,0.6046,3685,0.4069,0.72,25.3
łódzkie,m. piotrkow trybunalski,2016,1062000,35,178,235,23,23.0,0.0,0.0,0.5097,3229,0.4874,0.68,25.9
łódzkie,m. skierniewice,2016,1063000,10,38,107,186,176.0,0.0,10.0,0.5272,3437,0.5636,0.66,27.2
łódzkie,m. lodz,2016,1061000,77,2063,1318,1457,991.0,204.0,262.0,0.6212,4230,0.4246,0.64,27.5
łódzkie,opoczynski,2016,1007000,39,164,234,584,247.0,211.0,126.0,0.3725,3263,0.2063,0.76,26.8
łódzkie,pabianicki,2016,1008000,44,155,203,421,313.0,39.0,69.0,0.55,3539,0.3747,0.66,29.0
łódzkie,pajeczanski,2016,1009000,25,55,73,124,89.0,20.0,15.0,0.4898,3530,0.2069,0.72,28.0
łódzkie,piotrkowski,2016,1010000,36,216,226,585,305.0,114.0,166.0,0.4833,3196,0.2641,0.71,29.4
łódzkie,poddebicki,2016,1011000,7,19,22,78,31.0,27.0,20.0,0.6216,4094,0.2176,0.68,30.4
łódzkie,radomszczanski,2016,1012000,57,237,238,630,271.0,197.0,162.0,0.6053,3220,0.2912,0.7,28.8
łódzkie,rawski,2016,1013000,4,71,65,109,62.0,10.0,37.0,0.5051,3366,0.2479,0.77,26.3
łódzkie,sieradzki,2016,1014000,28,183,245,447,264.0,64.0,119.0,0.5322,3453,0.2906,0.76,26.8
łódzkie,skierniewicki,2016,1015000,18,60,76,218,111.0,35.0,72.0,0.5301,3467,0.165,0.73,29.4
łódzkie,tomaszowski,2016,1016000,12,214,251,412,284.0,55.0,73.0,0.5262,3295,0.343,0.7,27.2
łódzkie,wielunski,2016,1017000,9,92,128,489,215.0,144.0,130.0,0.5972,3383,0.3014,0.72,28.6
łódzkie,wieruszowski,2016,1018000,15,43,55,71,61.0,6.0,4.0,0.4678,3094,0.2863,0.69,30.3
łódzkie,zdunskowolski,2016,1019000,13,126,98,368,125.0,118.0,125.0,0.6207,3271,0.2931,0.73,26.0
łódzkie,zgierski,2016,1020000,79,186,209,437,250.0,130.0,57.0,0.5492,3737,0.3669,0.69,28.7
łódzkie,laski,2016,1003000,5,35,55,99,73.0,7.0,19.0,0.5948,3041,0.3019,0.67,29.8
łódzkie,lowicki,2016,1005000,15,88,105,373,178.0,126.0,69.0,0.5705,3337,0.2723,0.68,29.9
łódzkie,lodzki wschodni,2016,1006000,14,115,133,244,144.0,58.0,42.0,0.5768,3256,0.3679,0.68,32.7
łódzkie,leczycki,2016,1004000,14,59,77,186,95.0,54.0,37.0,0.6646,3725,0.2852,0.76,27.2
śląskie,bielski,2016,2402000,32,192,213,876,451.0,70.0,355.0,0.471,3739,0.3229,0.73,28.3
śląskie,bierunsko-ledzinski,2016,2414000,42,86,93,300,126.0,19.0,155.0,0.4376,3791,0.3045,0.71,29.1
śląskie,bedzinski,2016,2401000,83,226,318,1890,1395.0,52.0,443.0,0.5867,3586,0.377,0.64,29.3
śląskie,cieszynski,2016,2403000,78,272,353,1865,1009.0,186.0,670.0,0.4971,3565,0.3466,0.64,31.3
śląskie,czestochowski,2016,2404000,15,313,239,655,340.0,59.0,256.0,0.5473,3372,0.232,0.71,30.6
śląskie,gliwicki,2016,2405000,48,148,136,686,329.0,26.0,331.0,0.5456,3564,0.3328,0.72,26.2
śląskie,klobucki,2016,2406000,13,201,176,455,231.0,40.0,184.0,0.4828,3070,0.2543,0.72,29.9
śląskie,lubliniecki,2016,2407000,20,104,87,329,171.0,9.0,149.0,0.5492,3558,0.2532,0.67,29.9
śląskie,m. bielsko-biala,2016,2461000,121,179,276,1219,654.0,82.0,483.0,0.5059,4245,0.4275,0.66,28.3
śląskie,m. bytom,2016,2462000,99,273,245,962,419.0,30.0,513.0,0.6659,4024,0.4447,0.72,23.7
śląskie,m. chorzow,2016,2463000,25,122,156,813,330.0,64.0,419.0,0.534,3904,0.4007,0.69,25.2
śląskie,m. czestochowa,2016,2464000,18,248,465,1987,1289.0,55.0,643.0,0.5325,3743,0.4011,0.68,27.1
śląskie,m. dabrowa gornicza,2016,2465000,105,183,195,284,157.0,25.0,102.0,0.5762,4802,0.446,0.72,24.8
śląskie,m. gliwice,2016,2466000,87,78,281,724,375.0,28.0,321.0,0.5535,4832,0.3639,0.66,26.6
śląskie,m. jastrzebie-zdroj,2016,2467000,25,351,218,377,293.0,9.0,75.0,0.5282,6131,0.3605,0.77,24.6
śląskie,m. jaworzno,2016,2468000,20,199,196,508,300.0,19.0,189.0,0.4553,5314,0.3657,0.74,25.6
śląskie,m. katowice,2016,2469000,67,191,350,1706,1014.0,70.0,622.0,0.5496,5274,0.3534,0.63,28.7
śląskie,m. myslowice,2016,2470000,19,118,133,382,121.0,27.0,234.0,0.486,3872,0.2846,0.71,25.8
śląskie,m. piekary slaskie,2016,2471000,24,83,94,367,163.0,18.0,186.0,0.5403,4235,0.5296,0.71,24.5
śląskie,m. ruda slaska,2016,2472000,114,126,165,900,320.0,30.0,550.0,0.4261,3719,0.3776,0.74,23.0
śląskie,m. rybnik,2016,2473000,87,332,299,1005,504.0,46.0,455.0,0.4988,3884,0.3284,0.72,25.9
śląskie,m. siemianowice slaskie,2016,2474000,18,19,100,253,133.0,16.0,104.0,0.4728,3844,0.4796,0.69,24.7
śląskie,m. sosnowiec,2016,2475000,20,393,414,1320,730.0,198.0,392.0,0.5628,3770,0.4749,0.69,24.6
śląskie,m. tychy,2016,2477000,30,105,336,816,472.0,58.0,286.0,0.4362,4141,0.3764,0.71,24.9
śląskie,m. zabrze,2016,2478000,120,251,274,408,161.0,6.0,241.0,0.5253,4029,0.4569,0.76,22.5
śląskie,m. swietochlowice,2016,2476000,24,79,92,631,456.0,27.0,148.0,0.5439,3353,0.3077,0.73,22.9
śląskie,m. zory,2016,2479000,24,91,141,493,283.0,24.0,186.0,0.4413,3747,0.5202,0.81,23.8
śląskie,mikolowski,2016,2408000,51,101,176,588,301.0,21.0,266.0,0.4728,3753,0.2422,0.68,29.5
śląskie,myszkowski,2016,2409000,9,164,169,410,232.0,14.0,164.0,0.4603,3454,0.2795,0.65,31.5
śląskie,pszczynski,2016,2410000,30,217,258,576,278.0,9.0,289.0,0.4344,3465,0.2607,0.72,28.8
śląskie,raciborski,2016,2411000,13,183,173,506,245.0,34.0,227.0,0.5217,3864,0.2877,0.68,27.9
śląskie,rybnicki,2016,2412000,37,140,118,304,170.0,26.0,108.0,0.4994,3685,0.2693,0.69,27.8
śląskie,tarnogorski,2016,2413000,27,212,252,878,432.0,47.0,399.0,0.5351,3745,0.3687,0.66,29.7
śląskie,wodzislawski,2016,2415000,89,387,375,1087,466.0,74.0,547.0,0.5392,3261,0.3132,0.7,27.6
śląskie,zawiercianski,2016,2416000,34,166,212,640,321.0,42.0,277.0,0.5723,3840,0.3493,0.66,30.0
śląskie,zywiecki,2016,2417000,35,415,425,1074,581.0,68.0,425.0,0.535,4100,0.2283,0.71,29.1
świętokrzyskie,buski,2016,2601000,8,179,222,179,85.0,54.0,40.0,0.4734,3400,0.2882,0.71,29.0
świętokrzyskie,jedrzejowski,2016,2602000,130,228,222,792,473.0,164.0,155.0,0.6311,3994,0.258,0.76,27.1
świętokrzyskie,kazimierski,2016,2603000,11,37,62,280,155.0,38.0,87.0,0.6576,3240,0.1761,0.74,29.7
świętokrzyskie,kielecki,2016,2604000,73,738,655,1355,616.0,364.0,375.0,0.4635,3289,0.2093,0.83,25.4
świętokrzyskie,konecki,2016,2605000,61,176,239,612,375.0,209.0,28.0,0.4545,3492,0.3568,0.75,26.2
świętokrzyskie,m. kielce,2016,2661000,18,315,674,2291,1675.0,520.0,96.0,0.5937,3920,0.3991,0.71,24.8
świętokrzyskie,opatowski,2016,2606000,4,101,118,305,145.0,89.0,71.0,0.6593,3278,0.2372,0.8,27.1
świętokrzyskie,ostrowiecki,2016,2607000,20,217,256,349,167.0,57.0,125.0,0.5607,3423,0.4345,0.74,24.9
świętokrzyskie,pinczowski,2016,2608000,4,177,121,136,110.0,25.0,1.0,0.5727,3460,0.3043,0.7,28.9
świętokrzyskie,sandomierski,2016,2609000,10,174,162,221,158.0,17.0,46.0,0.5643,3753,0.254,0.77,26.7
świętokrzyskie,skarzyski,2016,2610000,32,67,210,344,233.0,49.0,62.0,0.6048,3629,0.3757,0.7,25.7
świętokrzyskie,starachowicki,2016,2611000,8,94,230,391,254.0,79.0,58.0,0.5631,3444,0.3812,0.77,24.4
świętokrzyskie,staszowski,2016,2612000,43,167,155,352,239.0,20.0,93.0,0.4737,3939,0.2387,0.75,27.1
świętokrzyskie,wloszczowski,2016,2613000,15,144,144,402,179.0,120.0,103.0,0.5254,3591,0.1815,0.73,29.2
dolnośląskie,boleslawiecki,2015,0201000,22,204,156,478,312.0,69.0,97.0,0.3958,3548,0.3416,0.71,26.9
dolnośląskie,dzierzoniowski,2015,0202000,49,179,228,715,369.0,182.0,164.0,0.4645,3406,0.4415,0.75,24.2
dolnośląskie,gorowski,2015,0204000,4,42,50,80,63.0,4.0,13.0,0.5774,3242,0.3256,0.76,25.4
dolnośląskie,glogowski,2015,0203000,24,132,131,410,191.0,16.0,203.0,0.5778,3615,0.3576,0.75,23.4
dolnośląskie,jaworski,2015,0205000,12,99,110,184,143.0,17.0,24.0,0.5533,3323,0.3319,0.74,25.6
dolnośląskie,kamiennogorski,2015,0207000,28,108,129,249,159.0,44.0,46.0,0.5028,3269,0.3604,0.77,24.2
dolnośląskie,karkonoski,2015,0206000,26,144,146,157,107.0,26.0,24.0,0.6269,3413,0.4034,0.65,31.2
dolnośląskie,klodzki,2015,0208000,75,278,320,502,289.0,46.0,167.0,0.6034,3410,0.4643,0.71,26.9
dolnośląskie,legnicki,2015,0209000,5,52,74,214,111.0,24.0,79.0,0.5723,3403,0.2727,0.71,27.6
dolnośląskie,lubanski,2015,0210000,15,89,118,319,166.0,53.0,100.0,0.5707,3313,0.3244,0.7,26.1
dolnośląskie,lubinski,2015,0211000,67,173,229,654,347.0,54.0,253.0,0.3605,6955,0.4027,0.71,25.2
dolnośląskie,lwowecki,2015,0212000,18,137,155,317,159.0,22.0,136.0,0.6026,3323,0.4009,0.69,27.6
dolnośląskie,m. jelenia gora,2015,0261000,8,113,265,361,265.0,65.0,31.0,0.5215,3835,0.5235,0.65,28.0
dolnośląskie,m. legnica,2015,0262000,22,81,211,888,580.0,19.0,289.0,0.5386,3582,0.4236,0.69,26.2
dolnośląskie,m. walbrzych,2015,0265000,69,195,250,151,80.0,2.0,69.0,0.5131,4036,0.5991,0.74,23.7
dolnośląskie,m. wroclaw,2015,0264000,118,698,920,2872,1966.0,258.0,648.0,0.5021,4569,0.4947,0.54,33.4
dolnośląskie,milicki,2015,0213000,16,62,71,269,113.0,28.0,128.0,0.5332,3221,0.2788,0.77,26.0
dolnośląskie,olesnicki,2015,0214000,32,69,105,355,138.0,37.0,180.0,0.5184,3456,0.3149,0.75,25.9
dolnośląskie,olawski,2015,0215000,19,104,120,299,134.0,75.0,90.0,0.5271,3738,0.3961,0.7,26.6
dolnośląskie,polkowicki,2015,0216000,10,116,110,405,205.0,23.0,177.0,0.5767,4430,0.3165,0.76,24.5
dolnośląskie,strzelinski,2015,0217000,6,85,105,305,154.0,53.0,98.0,0.5562,3595,0.3188,0.73,27.0
dolnośląskie,trzebnicki,2015,0220000,22,67,92,558,439.0,45.0,74.0,0.4637,3323,0.3895,0.73,28.8
dolnośląskie,walbrzyski,2015,0221000,16,90,116,263,170.0,20.0,73.0,0.5623,3293,0.5165,0.76,25.5
dolnośląskie,wolowski,2015,0222000,8,58,85,179,103.0,24.0,52.0,0.5782,4001,0.4241,0.72,25.8
dolnośląskie,wroclawski,2015,0223000,69,244,232,669,304.0,51.0,314.0,0.4638,3706,0.3892,0.58,38.0
dolnośląskie,zgorzelecki,2015,0225000,30,114,162,378,196.0,67.0,115.0,0.5505,3630,0.4574,0.7,26.0
dolnośląskie,zabkowicki,2015,0224000,2,165,186,306,203.0,11.0,92.0,0.4606,3388,0.4,0.73,27.4
dolnośląskie,zlotoryjski,2015,0226000,6,161,224,602,305.0,69.0,228.0,0.6426,3826,0.3103,0.72,25.8
dolnośląskie,sredzki,2015,0218000,10,78,107,211,125.0,17.0,69.0,0.4923,3826,0.3561,0.69,29.3
dolnośląskie,swidnicki,2015,0219000,58,481,492,1343,717.0,126.0,500.0,0.4605,3736,0.4266,0.74,25.5
kujawsko - pomorskie,aleksandrowski,2015,0401000,5,64,82,169,72.0,43.0,54.0,0.6019,3099,0.3123,0.7,28.3
kujawsko - pomorskie,brodnicki,2015,0402000,13,96,137,110,75.0,15.0,20.0,0.556,3165,0.3408,0.76,25.7
kujawsko - pomorskie,bydgoski,2015,0403000,62,235,234,622,284.0,169.0,169.0,0.5367,3548,0.4577,0.73,29.9
kujawsko - pomorskie,chelminski,2015,0404000,18,110,138,212,132.0,26.0,54.0,0.6235,3299,0.2992,0.85,22.7
kujawsko - pomorskie,golubsko-dobrzynski,2015,0405000,21,97,103,135,112.0,13.0,10.0,0.6464,3492,0.388,0.81,24.7
kujawsko - pomorskie,grudziadzki,2015,0406000,15,88,82,251,111.0,77.0,63.0,0.5715,3403,0.2018,0.83,24.7
kujawsko - pomorskie,inowroclawski,2015,0407000,79,355,486,301,207.0,51.0,43.0,0.5869,3257,0.4214,0.78,22.8
kujawsko - pomorskie,lipnowski,2015,0408000,5,93,97,190,102.0,29.0,59.0,0.5875,2859,0.2806,0.85,22.9
kujawsko - pomorskie,m. bydgoszcz,2015,0461000,33,488,533,1560,846.0,338.0,376.0,0.5082,3850,0.4625,0.7,24.1
kujawsko - pomorskie,m. grudziadz,2015,0462000,45,124,244,751,482.0,31.0,238.0,0.5604,3212,0.5205,0.73,22.9
kujawsko - pomorskie,m. torun,2015,0463000,22,176,197,344,293.0,48.0,3.0,0.494,3991,0.4947,0.66,25.4
kujawsko - pomorskie,m. wloclawek,2015,0464000,54,157,351,121,95.0,16.0,10.0,0.6908,3631,0.539,0.72,22.8
kujawsko - pomorskie,mogilenski,2015,0409000,5,83,54,108,71.0,30.0,7.0,0.5775,3317,0.3224,0.81,24.2
kujawsko - pomorskie,nakielski,2015,0410000,42,222,164,387,189.0,105.0,93.0,0.554,3182,0.342,0.87,21.7
kujawsko - pomorskie,radziejowski,2015,0411000,6,56,50,85,53.0,7.0,25.0,0.6623,3095,0.2477,0.81,25.8
kujawsko - pomorskie,rypinski,2015,0412000,2,46,94,152,85.0,60.0,7.0,0.6241,3134,0.2807,0.81,23.9
kujawsko - pomorskie,sepolenski,2015,0413000,12,123,102,153,105.0,16.0,32.0,0.5279,3232,0.3496,0.85,22.3
kujawsko - pomorskie,torunski,2015,0415000,20,111,124,269,164.0,60.0,45.0,0.5485,3107,0.4143,0.79,26.3
kujawsko - pomorskie,tucholski,2015,0416000,16,62,71,414,262.0,117.0,35.0,0.5761,3067,0.396,0.78,24.5
kujawsko - pomorskie,wabrzeski,2015,0417000,8,24,41,109,45.0,24.0,40.0,0.6507,3336,0.2163,0.81,23.7
kujawsko - pomorskie,wloclawski,2015,0418000,10,109,133,214,123.0,46.0,45.0,0.713,3137,0.2212,0.81,25.8
kujawsko - pomorskie,swiecki,2015,0414000,23,135,176,212,137.0,35.0,40.0,0.569,3516,0.3397,0.8,23.7
kujawsko - pomorskie,zninski,2015,0419000,39,194,228,616,400.0,80.0,136.0,0.5601,3042,0.4324,0.83,22.9
lubelskie,bialski,2015,0601000,39,226,286,497,366.0,40.0,91.0,0.6284,3127,0.2226,0.71,29.3
lubelskie,bilgorajski,2015,0602000,34,185,191,620,316.0,102.0,202.0,0.4481,3343,0.2245,0.79,27.4
lubelskie,hrubieszowski,2015,0604000,13,193,274,375,312.0,25.0,38.0,0.6848,3275,0.365,0.78,26.8
lubelskie,janowski,2015,0605000,8,61,64,157,101.0,25.0,31.0,0.6823,3436,0.1643,0.87,26.4
lubelskie,krasnostawski,2015,0606000,10,129,212,307,238.0,36.0,33.0,0.6934,3315,0.3055,0.71,29.8
lubelskie,krasnicki,2015,0607000,9,227,309,421,314.0,44.0,63.0,0.634,3197,0.3942,0.78,26.5
lubelskie,lubartowski,2015,0608000,17,128,131,275,203.0,24.0,48.0,0.629,3144,0.2833,0.76,27.9
lubelskie,lubelski,2015,0609000,54,257,327,764,539.0,46.0,179.0,0.5626,3239,0.2595,0.72,31.6
lubelskie,m. biala podlaska,2015,0661000,5,96,113,241,216.0,13.0,12.0,0.6299,3643,0.3503,0.68,26.6
lubelskie,m. chelm,2015,0662000,13,141,146,221,125.0,8.0,88.0,0.6025,3371,0.5731,0.69,25.0
lubelskie,m. lublin,2015,0663000,74,716,629,2910,1595.0,842.0,473.0,0.6004,4060,0.453,0.65,26.0
lubelskie,m. zamosc,2015,0664000,8,64,149,233,202.0,23.0,8.0,0.6462,3684,0.4156,0.72,24.6
lubelskie,opolski,2015,0612000,24,106,150,293,196.0,38.0,59.0,0.6338,3257,0.3372,0.79,26.5
lubelskie,parczewski,2015,0613000,13,112,136,272,189.0,48.0,35.0,0.6533,3217,0.2941,0.71,28.7
lubelskie,pulawski,2015,0614000,68,220,233,801,432.0,70.0,299.0,0.5306,4022,0.4269,0.72,26.9
lubelskie,radzynski,2015,0615000,59,173,177,262,203.0,12.0,47.0,0.6425,3243,0.2515,0.75,28.0
lubelskie,rycki,2015,0616000,9,132,137,306,219.0,55.0,32.0,0.6306,3207,0.2434,0.74,27.2
lubelskie,tomaszowski,2015,0618000,31,196,213,386,244.0,51.0,91.0,0.5596,3144,0.293,0.76,28.0
lubelskie,wlodawski,2015,0619000,9,85,81,217,146.0,38.0,33.0,0.6772,3267,0.3707,0.72,27.6
lubelskie,zamojski,2015,0620000,12,166,209,392,296.0,26.0,70.0,0.6145,3021,0.2158,0.75,30.2
lubelskie,lukowski,2015,0611000,18,318,363,739,493.0,52.0,194.0,0.4913,3065,0.1864,0.83,25.5
lubelskie,leczynski,2015,0610000,23,103,197,335,246.0,41.0,48.0,0.476,5112,0.2277,0.79,25.9
lubelskie,swidnicki,2015,0617000,55,148,164,340,215.0,26.0,99.0,0.595,4050,0.4041,0.75,25.7
lubelskie,chelmski,2015,0603000,42,194,158,355,229.0,53.0,73.0,0.6481,3251,0.2754,0.77,27.3
lubuskie,gorzowski,2015,0801000,26,68,106,305,130.0,93.0,82.0,0.4411,3818,0.3017,0.72,27.4
lubuskie,krosnienski,2015,0802000,15,93,124,214,81.0,76.0,57.0,0.5268,3503,0.3701,0.73,26.0
lubuskie,m. gorzow wielkopolski,2015,0861000,45,227,209,728,540.0,55.0,133.0,0.3324,3532,0.5905,0.6,26.8
lubuskie,m. zielona gora,2015,0862000,49,190,318,902,527.0,50.0,325.0,0.4966,3731,0.5016,0.64,29.1
lubuskie,miedzyrzecki,2015,0803000,25,56,97,458,149.0,158.0,151.0,0.5475,3466,0.3196,0.72,25.8
lubuskie,nowosolski,2015,0804000,54,246,284,268,220.0,31.0,17.0,0.5826,3507,0.38,0.76,24.4
lubuskie,strzelecko-drezdenecki,2015,0806000,21,69,92,212,125.0,25.0,62.0,0.5261,3552,0.2952,0.74,24.5
lubuskie,sulecinski,2015,0807000,33,25,80,27,21.0,3.0,3.0,0.4746,3019,0.3077,0.71,27.3
lubuskie,slubicki,2015,0805000,16,96,94,175,99.0,37.0,39.0,0.3812,3534,0.3171,0.74,25.2
lubuskie,wschowski,2015,0812000,41,87,165,436,224.0,139.0,73.0,0.5371,3233,0.3179,0.76,26.4
lubuskie,zielonogorski,2015,0809000,25,151,124,360,186.0,93.0,81.0,0.4933,3699,0.3973,0.73,27.0
lubuskie,swiebodzinski,2015,0808000,14,118,149,448,154.0,152.0,142.0,0.4442,3455,0.4386,0.73,25.8
lubuskie,zaganski,2015,0810000,24,166,229,283,227.0,33.0,23.0,0.5008,3249,0.4384,0.73,25.3
lubuskie,zarski,2015,0811000,25,183,288,1044,555.0,434.0,55.0,0.5473,3712,0.4574,0.73,25.1
mazowieckie,bialobrzeski,2015,1401000,1,54,73,100,53.0,15.0,32.0,0.5463,3501,0.2881,0.75,28.9
mazowieckie,ciechanowski,2015,1402000,19,143,156,389,287.0,41.0,61.0,0.5816,3702,0.3035,0.74,26.2
mazowieckie,garwolinski,2015,1403000,19,435,405,1091,644.0,92.0,355.0,0.6215,3671,0.1522,0.77,28.2
mazowieckie,gostyninski,2015,1404000,9,86,77,141,96.0,32.0,13.0,0.6348,3270,0.4206,0.72,26.1
mazowieckie,grodziski,2015,1405000,22,108,136,363,211.0,49.0,103.0,0.4422,4211,0.4437,0.63,35.2
mazowieckie,grojecki,2015,1406000,13,186,232,409,326.0,34.0,49.0,0.4527,3913,0.3259,0.72,29.6
mazowieckie,kozienicki,2015,1407000,9,71,132,191,157.0,16.0,18.0,0.6605,4698,0.2933,0.73,27.9
mazowieckie,legionowski,2015,1408000,108,154,168,481,363.0,60.0,58.0,0.5508,3889,0.5671,0.63,33.2
mazowieckie,lipski,2015,1409000,1,64,73,139,101.0,37.0,1.0,0.6223,3476,0.1859,0.72,30.2
mazowieckie,m. ostroleka,2015,1461000,22,103,98,427,361.0,19.0,47.0,0.6509,4108,0.3702,0.68,25.5
mazowieckie,m. plock,2015,1462000,50,249,246,438,384.0,34.0,20.0,0.5991,5078,0.443,0.69,24.5
mazowieckie,m. radom,2015,1463000,51,472,521,4323,2679.0,515.0,1129.0,0.6543,3743,0.4229,0.77,23.2
mazowieckie,m. siedlce,2015,1464000,9,53,84,418,384.0,21.0,13.0,0.5534,3752,0.3659,0.66,26.0
mazowieckie,m. st. warszawa,2015,1465000,592,844,2015,8593,6134.0,1008.0,1451.0,0.5506,5591,0.4994,0.6,30.8
mazowieckie,makowski,2015,1411000,1,68,71,87,79.0,2.0,6.0,0.6835,3217,0.1724,0.75,27.2
mazowieckie,minski,2015,1412000,51,151,271,456,307.0,101.0,48.0,0.5144,3533,0.3249,0.7,28.9
mazowieckie,mlawski,2015,1413000,7,117,143,546,388.0,36.0,122.0,0.5207,3158,0.2299,0.75,26.2
mazowieckie,nowodworski,2015,1414000,20,76,99,133,101.0,10.0,22.0,0.5594,4714,0.4585,0.71,27.8
mazowieckie,ostrowski,2015,1416000,5,125,155,212,156.0,19.0,37.0,0.5919,3398,0.2443,0.74,26.6
mazowieckie,ostrolecki,2015,1415000,30,177,200,317,273.0,34.0,10.0,0.6122,3556,0.1962,0.8,27.4
mazowieckie,otwocki,2015,1417000,29,171,238,351,237.0,43.0,71.0,0.4619,3853,0.4148,0.68,31.2
mazowieckie,piaseczynski,2015,1418000,50,147,201,1469,483.0,294.0,692.0,0.5108,4030,0.4854,0.6,38.7
mazowieckie,pruszkowski,2015,1421000,35,146,179,478,401.0,63.0,14.0,0.5325,5064,0.5539,0.64,33.2
mazowieckie,przasnyski,2015,1422000,11,121,131,453,305.0,20.0,128.0,0.6444,3485,0.2796,0.81,24.6
mazowieckie,przysuski,2015,1423000,3,48,74,165,104.0,47.0,14.0,0.6692,3330,0.1464,0.8,26.6
mazowieckie,pultuski,2015,1424000,4,61,78,608,529.0,14.0,65.0,0.6975,3165,0.2366,0.71,29.3
mazowieckie,plocki,2015,1419000,42,161,158,324,206.0,44.0,74.0,0.5526,3449,0.2577,0.75,28.7
mazowieckie,plonski,2015,1420000,15,133,179,391,309.0,25.0,57.0,0.5892,3555,0.283,0.76,26.3
mazowieckie,radomski,2015,1425000,38,184,273,533,384.0,71.0,78.0,0.6486,3130,0.2132,0.87,24.6
mazowieckie,siedlecki,2015,1426000,20,129,178,453,281.0,82.0,90.0,0.4844,3253,0.1841,0.75,28.5
mazowieckie,sierpecki,2015,1427000,5,119,124,218,158.0,53.0,7.0,0.628,3253,0.2756,0.78,24.6
mazowieckie,sochaczewski,2015,1428000,34,120,170,307,213.0,44.0,50.0,0.5486,4016,0.2593,0.74,26.9
mazowieckie,sokolowski,2015,1429000,11,71,115,258,164.0,32.0,62.0,0.6086,3568,0.2234,0.66,30.9
mazowieckie,szydlowiecki,2015,1430000,15,34,66,145,104.0,27.0,14.0,0.6593,3103,0.2447,0.81,24.8
mazowieckie,warszawski zachodni,2015,1432000,35,102,138,398,242.0,35.0,121.0,0.5413,4525,0.4286,0.58,40.7
mazowieckie,wolominski,2015,1434000,78,180,274,532,266.0,103.0,163.0,0.5698,3634,0.446,0.71,29.2
mazowieckie,wyszkowski,2015,1435000,25,89,110,262,226.0,25.0,11.0,0.4082,3370,0.279,0.78,26.2
mazowieckie,wegrowski,2015,1433000,17,220,265,513,370.0,82.0,61.0,0.5905,3273,0.2563,0.7,29.3
mazowieckie,zwolenski,2015,1436000,28,47,63,242,130.0,82.0,30.0,0.6314,3365,0.1311,0.79,27.3
mazowieckie,losicki,2015,1410000,15,83,65,131,97.0,10.0,24.0,0.5431,3373,0.1701,0.68,30.4
mazowieckie,zurominski,2015,1437000,1,32,45,99,92.0,5.0,2.0,0.6435,3181,0.1957,0.76,26.1
mazowieckie,zyrardowski,2015,1438000,8,71,104,199,168.0,22.0,9.0,0.6171,4003,0.3369,0.72,26.8
małopolskie,bochenski,2015,1201000,40,135,162,399,291.0,18.0,90.0,0.5258,3464,0.1669,0.76,26.8
małopolskie,brzeski,2015,1202000,15,169,180,489,251.0,157.0,81.0,0.5657,3171,0.1703,0.8,26.4
małopolskie,chrzanowski,2015,1203000,45,276,300,973,433.0,322.0,218.0,0.5568,3554,0.4092,0.73,25.7
małopolskie,dabrowski,2015,1204000,10,68,77,105,80.0,12.0,13.0,0.5979,3245,0.1896,0.86,25.1
małopolskie,gorlicki,2015,1205000,19,176,207,461,254.0,111.0,96.0,0.5508,3060,0.1913,0.83,23.8
