woj,pow,rok,kod,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci,odsetek_bezrobotnych_dlugotrwalych,wielkosc_wynagrodzenia,odsetek_rozwodow,liczba_osob_na_1_izbe,przecietna_powiechnia_mieszkania_na_1_osobe
pomorskie,sztumski,2023,2216000,28,79,123,208,84.0,31.0,93.0,0.3504,6362,0.4077,0.73,25.5
pomorskie,slupski,2023,2212000,97,203,291,336,197.0,24.0,115.0,0.449,6357,0.4106,0.64,31.0
pomorskie,tczewski,2023,2214000,94,212,271,512,192.0,31.0,289.0,0.4521,6836,0.3602,0.73,25.9
pomorskie,wejherowski,2023,2215000,88,395,643,1171,531.0,162.0,478.0,0.3691,6276,0.3544,0.7,29.2
warmińsko-mazurskie,bartoszycki,2023,2801000,22,136,215,473,254.0,31.0,188.0,0.5783,6122,0.5226,0.67,26.2
warmińsko-mazurskie,braniewski,2023,2802000,14,56,64,110,46.0,15.0,49.0,0.5588,6027,0.4098,0.7,26.2
warmińsko-mazurskie,dzialdowski,2023,2803000,28,219,240,508,209.0,61.0,238.0,0.5562,6074,0.4375,0.67,28.2
warmińsko-mazurskie,elblaski,2023,2804000,22,86,142,270,109.0,13.0,148.0,0.5614,5875,0.4148,0.71,27.4
warmińsko-mazurskie,elcki,2023,2805000,40,272,211,295,189.0,25.0,81.0,0.4892,6016,0.5202,0.68,26.5
warmińsko-mazurskie,gizycki,2023,2806000,13,85,121,256,168.0,43.0,45.0,0.427,6247,0.4978,0.61,29.8
warmińsko-mazurskie,goldapski,2023,2818000,11,79,81,140,70.0,11.0,59.0,0.4791,5876,0.337,0.68,27.2
warmińsko-mazurskie,ilawski,2023,2807000,59,241,357,478,214.0,40.0,224.0,0.2913,5813,0.3036,0.69,27.7
warmińsko-mazurskie,ketrzynski,2023,2808000,14,133,178,286,171.0,42.0,73.0,0.6238,5812,0.5909,0.67,25.8
warmińsko-mazurskie,lidzbarski,2023,2809000,29,89,118,254,95.0,19.0,140.0,0.4272,5937,0.4706,0.67,27.4
warmińsko-mazurskie,m. elblag,2023,2861000,35,177,295,362,251.0,21.0,90.0,0.4501,6801,0.5059,0.67,25.8
warmińsko-mazurskie,m. olsztyn,2023,2862000,58,14,203,266,159.0,16.0,91.0,0.2839,7386,0.4866,0.59,29.4
warmińsko-mazurskie,mragowski,2023,2810000,9,87,92,147,85.0,5.0,57.0,0.3663,5996,0.5548,0.64,29.8
warmińsko-mazurskie,nidzicki,2023,2811000,8,56,64,150,54.0,24.0,72.0,0.3725,5748,0.4057,0.7,26.5
warmińsko-mazurskie,nowomiejski,2023,2812000,12,138,155,189,133.0,13.0,43.0,0.534,5242,0.4809,0.69,28.5
warmińsko-mazurskie,olecki,2023,2813000,27,104,133,280,110.0,21.0,149.0,0.4835,6079,0.5701,0.67,28.2
warmińsko-mazurskie,olsztynski,2023,2814000,60,275,326,420,243.0,40.0,137.0,0.4019,6561,0.4457,0.65,32.0
warmińsko-mazurskie,ostrodzki,2023,2815000,33,196,250,406,180.0,59.0,167.0,0.4272,6075,0.4561,0.68,27.2
warmińsko-mazurskie,piski,2023,2816000,14,180,266,330,212.0,49.0,69.0,0.4716,6368,0.3505,0.66,27.7
warmińsko-mazurskie,szczycienski,2023,2817000,22,59,95,212,68.0,8.0,136.0,0.382,6197,0.4194,0.65,28.9
warmińsko-mazurskie,wegorzewski,2023,2819000,20,68,85,120,54.0,21.0,45.0,0.4256,6238,0.5493,0.62,30.3
wielkopolskie,chodzieski,2023,3001000,74,57,196,383,140.0,60.0,183.0,0.4823,6157,0.3614,0.68,29.6
wielkopolskie,czarnkowsko-trzcianecki,2023,3002000,166,202,271,517,239.0,128.0,150.0,0.2986,6431,0.419,0.68,29.3
wielkopolskie,gnieznienski,2023,3003000,101,250,419,874,367.0,117.0,390.0,0.3712,6326,0.3785,0.65,30.0
wielkopolskie,gostynski,2023,3004000,41,47,123,223,97.0,43.0,83.0,0.4126,6455,0.2805,0.68,30.3
wielkopolskie,grodziski,2023,3005000,40,50,88,309,129.0,56.0,124.0,0.4311,6233,0.2513,0.7,30.0
wielkopolskie,jarocinski,2023,3006000,17,89,180,382,158.0,35.0,189.0,0.4044,6018,0.5261,0.66,29.9
wielkopolskie,kaliski,2023,3007000,24,50,111,219,106.0,62.0,51.0,0.5088,5987,0.32,0.7,31.9
wielkopolskie,kolski,2023,3009000,33,123,199,424,167.0,102.0,155.0,0.2351,6552,0.3333,0.64,30.8
wielkopolskie,koninski,2023,3010000,67,127,168,326,156.0,74.0,96.0,0.5364,5665,0.3542,0.67,31.3
wielkopolskie,koscianski,2023,3011000,46,190,294,618,237.0,130.0,251.0,0.365,6677,0.3193,0.67,30.8
wielkopolskie,krotoszynski,2023,3012000,49,106,192,342,146.0,41.0,155.0,0.4162,5440,0.4922,0.66,31.1
wielkopolskie,kepinski,2023,3008000,13,90,124,221,103.0,56.0,62.0,0.4626,5319,0.2869,0.62,33.2
wielkopolskie,leszczynski,2023,3013000,15,60,106,244,102.0,41.0,101.0,0.3206,6713,0.3886,0.63,36.0
wielkopolskie,m. kalisz,2023,3061000,30,83,261,327,143.0,47.0,137.0,0.5038,6617,0.6596,0.59,31.3
wielkopolskie,m. konin,2023,3062000,24,46,260,339,250.0,54.0,35.0,0.5515,6634,0.65,0.59,29.9
wielkopolskie,m. leszno,2023,3063000,14,81,147,180,109.0,14.0,57.0,0.396,6736,0.4435,0.57,33.3
wielkopolskie,m. poznan,2023,3064000,1301,1301,649,2291,1339.0,347.0,605.0,0.3238,8303,0.2622,0.53,35.4
wielkopolskie,miedzychodzki,2023,3014000,16,91,110,128,69.0,26.0,33.0,0.3391,6176,0.4,0.64,31.9
wielkopolskie,nowotomyski,2023,3015000,47,70,145,213,96.0,18.0,99.0,0.3341,6461,0.3539,0.66,31.4
wielkopolskie,obornicki,2023,3016000,14,58,164,261,136.0,21.0,104.0,0.2492,6446,0.3559,0.68,29.4
wielkopolskie,ostrowski,2023,3017000,43,702,796,1280,674.0,294.0,312.0,0.2969,6197,0.471,0.63,32.8
wielkopolskie,ostrzeszowski,2023,3018000,47,74,199,381,180.0,57.0,144.0,0.3613,6071,0.3274,0.63,33.6
wielkopolskie,pilski,2023,3019000,118,222,438,760,303.0,55.0,402.0,0.2948,6794,0.4393,0.67,28.1
wielkopolskie,pleszewski,2023,3020000,35,67,96,176,77.0,11.0,88.0,0.3417,6214,0.3877,0.67,31.4
wielkopolskie,poznanski,2023,3021000,233,823,1290,2419,1021.0,451.0,947.0,0.2626,6458,0.3392,0.61,36.1
wielkopolskie,rawicki,2023,3022000,26,92,117,277,109.0,24.0,144.0,0.3522,6006,0.3491,0.65,31.3
wielkopolskie,szamotulski,2023,3024000,57,128,201,537,196.0,128.0,213.0,0.4112,6930,0.3075,0.64,31.8
wielkopolskie,slupecki,2023,3023000,30,60,113,186,64.0,28.0,94.0,0.502,6063,0.3656,0.66,31.0
wielkopolskie,turecki,2023,3027000,28,92,138,242,113.0,44.0,85.0,0.3576,5751,0.4286,0.66,30.0
wielkopolskie,wolsztynski,2023,3029000,41,33,84,247,76.0,65.0,106.0,0.2912,6226,0.265,0.68,31.3
wielkopolskie,wrzesinski,2023,3030000,38,46,90,199,86.0,28.0,85.0,0.4394,6441,0.3354,0.63,31.0
wielkopolskie,wagrowiecki,2023,3028000,27,77,112,340,142.0,70.0,128.0,0.3995,6130,0.4575,0.68,29.8
wielkopolskie,zlotowski,2023,3031000,42,102,164,341,149.0,69.0,123.0,0.3899,5550,0.4721,0.69,28.2
wielkopolskie,sredzki,2023,3025000,75,96,164,373,175.0,50.0,148.0,0.4549,6736,0.3125,0.65,31.2
wielkopolskie,sremski,2023,3026000,60,79,196,459,143.0,35.0,281.0,0.313,6062,0.3122,0.67,29.3
zachodniopomorskie,bialogardzki,2023,3201000,26,23,47,67,28.0,2.0,37.0,0.6054,6472,0.3256,0.67,28.0
zachodniopomorskie,choszczenski,2023,3202000,52,85,105,143,79.0,12.0,52.0,0.5921,6256,0.3734,0.65,28.0
zachodniopomorskie,drawski,2023,3203000,41,70,105,166,84.0,33.0,49.0,0.5148,6073,0.4805,0.66,28.0
zachodniopomorskie,goleniowski,2023,3204000,72,174,187,213,129.0,28.0,56.0,0.2742,6734,0.4601,0.65,30.3
zachodniopomorskie,gryficki,2023,3205000,71,67,161,264,116.0,21.0,127.0,0.3803,6157,0.5801,0.64,29.7
zachodniopomorskie,gryfinski,2023,3206000,102,171,219,341,180.0,64.0,97.0,0.5922,6665,0.3624,0.67,28.2
zachodniopomorskie,kamienski,2023,3207000,69,69,110,195,87.0,21.0,87.0,0.5781,6058,0.4266,0.49,40.6
zachodniopomorskie,koszalinski,2023,3209000,49,71,108,120,77.0,13.0,30.0,0.5361,6355,0.3898,0.59,35.3
zachodniopomorskie,kolobrzeski,2023,3208000,106,99,205,257,122.0,27.0,108.0,0.1651,6427,0.4321,0.52,39.3
zachodniopomorskie,m. koszalin,2023,3261000,49,141,195,240,143.0,14.0,83.0,0.4891,6828,0.4439,0.6,30.6
zachodniopomorskie,m. szczecin,2023,3262000,102,1078,1854,1481,940.0,178.0,363.0,0.3982,7933,0.394,0.59,30.9
zachodniopomorskie,m. swinoujscie,2023,3263000,0,10,14,30,9.0,0.0,21.0,0.3835,6847,0.3718,0.52,35.0
zachodniopomorskie,mysliborski,2023,3210000,67,95,144,259,130.0,42.0,87.0,0.482,6403,0.5077,0.66,28.0
zachodniopomorskie,policki,2023,3211000,76,153,253,247,137.0,33.0,77.0,0.3738,7366,0.6234,0.63,34.3
zachodniopomorskie,pyrzycki,2023,3212000,74,71,93,106,75.0,7.0,24.0,0.5045,6341,0.5596,0.69,27.2
zachodniopomorskie,stargardzki,2023,3214000,113,409,649,900,498.0,162.0,240.0,0.5147,6404,0.4248,0.67,27.8
zachodniopomorskie,szczecinecki,2023,3215000,47,89,127,339,115.0,89.0,135.0,0.5659,6474,0.3891,0.65,28.2
zachodniopomorskie,slawienski,2023,3213000,55,45,67,89,62.0,11.0,16.0,0.5068,5911,0.3515,0.63,31.6
zachodniopomorskie,walecki,2023,3217000,27,24,28,70,36.0,3.0,31.0,0.4854,6651,0.341,0.66,28.6
zachodniopomorskie,lobeski,2023,3218000,54,47,58,129,54.0,18.0,57.0,0.5389,6257,0.416,0.67,27.5
zachodniopomorskie,swidwinski,2023,3216000,43,83,131,248,84.0,18.0,146.0,0.4803,6050,0.3893,0.68,27.6
łódzkie,belchatowski,2023,1001000,81,193,285,471,223.0,37.0,211.0,0.487,9268,0.4792,0.61,33.0
łódzkie,brzezinski,2023,1021000,9,37,40,80,34.0,11.0,35.0,0.5116,6050,0.6146,0.62,33.9
łódzkie,kutnowski,2023,1002000,29,206,320,491,278.0,40.0,173.0,0.5577,6598,0.4824,0.62,29.7
łódzkie,m. piotrkow trybunalski,2023,1062000,35,153,231,448,202.0,45.0,201.0,0.4829,6168,0.5191,0.58,31.2
łódzkie,m. skierniewice,2023,1063000,66,66,83,103,74.0,9.0,20.0,0.5079,6503,0.6626,0.57,32.2
łódzkie,m. lodz,2023,1061000,168,1263,2795,3475,2225.0,317.0,933.0,0.546,7548,0.4074,0.55,32.5
łódzkie,opoczynski,2023,1007000,11,73,141,206,131.0,28.0,47.0,0.4395,6391,0.3077,0.65,31.0
łódzkie,pabianicki,2023,1008000,43,101,205,333,158.0,24.0,151.0,0.5091,6349,0.5049,0.59,33.4
łódzkie,pajeczanski,2023,1009000,32,49,89,150,82.0,13.0,55.0,0.485,6143,0.2406,0.62,32.6
łódzkie,piotrkowski,2023,1010000,38,127,203,318,183.0,24.0,111.0,0.5012,5846,0.3125,0.64,33.5
łódzkie,poddebicki,2023,1011000,11,29,55,150,78.0,8.0,64.0,0.552,8302,0.4409,0.59,35.2
łódzkie,radomszczanski,2023,1012000,77,243,291,567,279.0,135.0,153.0,0.4068,6032,0.3779,0.61,33.5
łódzkie,rawski,2023,1013000,25,50,93,169,94.0,19.0,56.0,0.3725,6172,0.3218,0.67,30.4
łódzkie,sieradzki,2023,1014000,72,209,273,440,209.0,38.0,193.0,0.4616,6435,0.3258,0.65,31.4
łódzkie,skierniewicki,2023,1015000,24,44,95,139,90.0,9.0,40.0,0.5111,6092,0.4706,0.66,32.9
łódzkie,tomaszowski,2023,1016000,7,128,191,244,181.0,15.0,48.0,0.5015,6341,0.4201,0.62,31.6
łódzkie,wielunski,2023,1017000,20,64,119,218,104.0,34.0,80.0,0.543,6238,0.3819,0.62,33.4
łódzkie,wieruszowski,2023,1018000,27,24,55,102,50.0,11.0,41.0,0.4723,5645,0.3333,0.62,33.9
łódzkie,zdunskowolski,2023,1019000,12,51,82,93,66.0,2.0,25.0,0.4778,6087,0.5,0.64,30.8
łódzkie,zgierski,2023,1020000,60,188,379,486,266.0,37.0,183.0,0.4787,6749,0.5617,0.61,33.3
łódzkie,laski,2023,1003000,12,56,102,138,97.0,15.0,26.0,0.4823,5879,0.48,0.6,34.0
łódzkie,lowicki,2023,1005000,15,87,178,292,147.0,45.0,100.0,0.4971,6192,0.4045,0.61,33.5
łódzkie,lodzki wschodni,2023,1006000,12,93,127,191,86.0,63.0,42.0,0.5318,6313,0.486,0.6,37.5
łódzkie,leczycki,2023,1004000,18,56,83,154,79.0,24.0,51.0,0.5656,6905,0.3486,0.68,30.0
śląskie,bielski,2023,2402000,62,263,366,765,336.0,49.0,380.0,0.3669,6612,0.3891,0.65,32.3
śląskie,bierunsko-ledzinski,2023,2414000,34,90,149,269,126.0,16.0,127.0,0.25,6356,0.4947,0.65,32.1
śląskie,bedzinski,2023,2401000,87,190,369,738,308.0,42.0,388.0,0.3529,6502,0.4043,0.59,32.8
śląskie,cieszynski,2023,2403000,71,243,384,771,318.0,51.0,402.0,0.5005,6529,0.3949,0.58,35.4
śląskie,czestochowski,2023,2404000,16,228,276,460,233.0,81.0,146.0,0.4271,6483,0.4632,0.62,35.3
śląskie,gliwicki,2023,2405000,34,108,193,443,139.0,17.0,287.0,0.4399,6931,0.3471,0.64,30.3
śląskie,klobucki,2023,2406000,23,159,185,334,170.0,46.0,118.0,0.4762,6030,0.4064,0.64,33.6
śląskie,lubliniecki,2023,2407000,14,56,109,230,98.0,23.0,109.0,0.504,6427,0.4474,0.62,32.5
śląskie,m. bielsko-biala,2023,2461000,75,181,381,795,301.0,29.0,465.0,0.3474,7231,0.5461,0.59,32.5
śląskie,m. bytom,2023,2462000,102,402,624,1146,468.0,34.0,644.0,0.5073,7206,0.4671,0.62,28.0
śląskie,m. chorzow,2023,2463000,41,137,248,475,194.0,19.0,262.0,0.3812,6555,0.532,0.61,28.7
śląskie,m. czestochowa,2023,2464000,61,297,555,632,324.0,74.0,234.0,0.3522,6715,0.6241,0.59,32.1
śląskie,m. dabrowa gornicza,2023,2465000,56,230,311,691,298.0,40.0,353.0,0.4746,8029,0.4825,0.63,29.2
śląskie,m. gliwice,2023,2466000,67,120,348,670,244.0,35.0,391.0,0.4245,8391,0.4569,0.58,30.9
śląskie,m. jastrzebie-zdroj,2023,2467000,47,117,278,258,135.0,26.0,97.0,0.3798,0,0.4052,0.66,28.4
śląskie,m. jaworzno,2023,2468000,80,373,358,711,288.0,59.0,364.0,0.4048,8417,0.4593,0.64,29.6
śląskie,m. katowice,2023,2469000,85,102,928,1880,873.0,276.0,731.0,0.3654,9105,0.4243,0.54,34.0
śląskie,m. myslowice,2023,2470000,24,139,248,462,200.0,41.0,221.0,0.4708,6438,0.5827,0.63,30.3
śląskie,m. piekary slaskie,2023,2471000,28,108,160,344,129.0,18.0,197.0,0.5183,7654,0.4742,0.64,27.6
śląskie,m. ruda slaska,2023,2472000,86,116,313,780,221.0,28.0,531.0,0.1863,6668,0.431,0.64,27.1
śląskie,m. rybnik,2023,2473000,65,353,325,729,307.0,45.0,377.0,0.3927,6938,0.4228,0.61,30.9
śląskie,m. siemianowice slaskie,2023,2474000,29,101,129,129,76.0,19.0,34.0,0.3383,6887,0.4654,0.62,28.0
śląskie,m. sosnowiec,2023,2475000,61,218,520,1131,499.0,63.0,569.0,0.4716,6973,0.4185,0.61,28.5
śląskie,m. tychy,2023,2477000,42,99,243,561,233.0,26.0,302.0,0.2768,7163,0.5394,0.64,28.9
śląskie,m. zabrze,2023,2478000,50,229,253,357,208.0,18.0,131.0,0.4211,7438,0.4668,0.65,26.8
śląskie,m. swietochlowice,2023,2476000,18,72,128,218,121.0,21.0,76.0,0.3607,6361,0.4146,0.63,27.1
śląskie,m. zory,2023,2479000,38,155,198,429,156.0,22.0,251.0,0.3642,6560,0.3669,0.66,29.2
śląskie,mikolowski,2023,2408000,43,138,228,433,178.0,33.0,222.0,0.3463,6733,0.4169,0.61,33.6
śląskie,myszkowski,2023,2409000,10,111,163,295,137.0,48.0,110.0,0.4636,6303,0.5972,0.6,35.1
śląskie,pszczynski,2023,2410000,40,140,294,489,203.0,30.0,256.0,0.4551,6607,0.363,0.65,32.5
śląskie,raciborski,2023,2411000,26,207,276,476,195.0,27.0,254.0,0.4887,7283,0.4507,0.6,32.6
śląskie,rybnicki,2023,2412000,34,160,236,409,188.0,32.0,189.0,0.4548,6596,0.396,0.65,30.1
śląskie,tarnogorski,2023,2413000,54,205,382,816,307.0,48.0,461.0,0.5092,7145,0.4316,0.6,33.2
śląskie,wodzislawski,2023,2415000,62,227,372,731,306.0,63.0,362.0,0.4491,6189,0.3841,0.63,31.4
śląskie,zawiercianski,2023,2416000,29,201,284,542,247.0,30.0,265.0,0.4677,6855,0.3746,0.58,34.8
śląskie,zywiecki,2023,2417000,42,296,420,719,380.0,69.0,270.0,0.3546,6593,0.3718,0.61,33.7
świętokrzyskie,buski,2023,2601000,96,126,229,315,163.0,62.0,90.0,0.3651,6202,0.316,0.61,33.9
świętokrzyskie,jedrzejowski,2023,2602000,79,136,196,337,180.0,19.0,138.0,0.5387,6607,0.2562,0.64,31.9
świętokrzyskie,kazimierski,2023,2603000,12,67,79,147,82.0,47.0,18.0,0.5919,5821,0.381,0.64,32.9
świętokrzyskie,kielecki,2023,2604000,210,451,682,1250,685.0,195.0,370.0,0.34,5989,0.2526,0.71,29.8
świętokrzyskie,konecki,2023,2605000,54,166,327,380,271.0,35.0,74.0,0.4101,6106,0.348,0.64,31.4
świętokrzyskie,m. kielce,2023,2661000,98,257,892,985,698.0,122.0,165.0,0.5056,7062,0.3897,0.6,30.2
świętokrzyskie,opatowski,2023,2606000,12,36,73,141,68.0,25.0,48.0,0.6259,5804,0.269,0.7,30.6
świętokrzyskie,ostrowiecki,2023,2607000,136,132,216,309,169.0,30.0,110.0,0.4071,6179,0.4441,0.64,29.2
świętokrzyskie,pinczowski,2023,2608000,1,66,103,149,93.0,32.0,24.0,0.632,6467,0.2733,0.61,33.1
świętokrzyskie,sandomierski,2023,2609000,10,192,198,237,175.0,25.0,37.0,0.5463,6781,0.3562,0.66,31.3
świętokrzyskie,skarzyski,2023,2610000,74,74,247,301,197.0,38.0,66.0,0.6003,6633,0.4696,0.61,30.0
świętokrzyskie,starachowicki,2023,2611000,24,337,777,1046,631.0,166.0,249.0,0.5616,6426,0.4582,0.67,28.6
świętokrzyskie,staszowski,2023,2612000,25,160,260,366,246.0,35.0,85.0,0.4211,6829,0.3358,0.65,31.3
świętokrzyskie,wloszczowski,2023,2613000,41,95,99,154,88.0,14.0,52.0,0.5264,6814,0.3605,0.63,34.0
dolnośląskie,boleslawiecki,2022,0201000,20,125,262,379,218.0,103.0,58.0,0.3803,6181,0.459,0.62,31.8
dolnośląskie,dzierzoniowski,2022,0202000,49,145,263,304,195.0,37.0,72.0,0.3265,5723,0.4076,0.66,28.0
dolnośląskie,gorowski,2022,0204000,9,48,154,346,267.0,27.0,52.0,0.5866,5423,0.4811,0.65,29.7
dolnośląskie,glogowski,2022,0203000,27,236,407,740,344.0,70.0,326.0,0.4963,5856,0.479,0.66,27.4
dolnośląskie,jaworski,2022,0205000,6,107,223,187,151.0,14.0,22.0,0.5595,6142,0.4078,0.65,29.4
dolnośląskie,kamiennogorski,2022,0207000,28,99,156,265,123.0,18.0,124.0,0.4231,5550,0.6034,0.68,27.7
dolnośląskie,karkonoski,2022,0206000,23,89,163,203,121.0,37.0,45.0,0.6233,5627,0.5101,0.56,36.8
dolnośląskie,klodzki,2022,0208000,35,270,367,574,286.0,85.0,203.0,0.5662,5670,0.437,0.62,31.4
dolnośląskie,legnicki,2022,0209000,18,82,148,218,118.0,58.0,42.0,0.5836,6116,0.4372,0.63,32.2
dolnośląskie,lubanski,2022,0210000,11,108,151,177,115.0,28.0,34.0,0.4435,5516,0.4541,0.63,29.7
dolnośląskie,lubinski,2022,0211000,30,171,359,501,292.0,45.0,164.0,0.3821,11361,0.506,0.62,29.7
dolnośląskie,lwowecki,2022,0212000,21,79,149,219,104.0,14.0,101.0,0.4957,5580,0.4,0.62,31.2
dolnośląskie,m. jelenia gora,2022,0261000,27,61,191,151,111.0,4.0,36.0,0.4576,6282,0.4512,0.58,32.1
dolnośląskie,m. legnica,2022,0262000,36,84,343,472,279.0,39.0,154.0,0.5339,6068,0.544,0.6,30.6
dolnośląskie,m. walbrzych,2022,0265000,69,135,443,464,302.0,28.0,134.0,0.3536,6731,0.4804,0.64,27.4
dolnośląskie,m. wroclaw,2022,0264000,247,569,2625,3759,2086.0,315.0,1358.0,0.4834,7391,0.3974,0.55,33.4
dolnośląskie,milicki,2022,0213000,10,47,77,95,54.0,9.0,32.0,0.464,5313,0.4202,0.67,29.7
dolnośląskie,olesnicki,2022,0214000,36,113,300,393,271.0,39.0,83.0,0.4564,5762,0.51,0.65,30.7
dolnośląskie,olawski,2022,0215000,30,109,213,413,187.0,108.0,118.0,0.4115,6030,0.3934,0.63,31.3
dolnośląskie,polkowicki,2022,0216000,26,142,285,536,342.0,43.0,151.0,0.509,6861,0.391,0.66,29.1
dolnośląskie,strzelinski,2022,0217000,5,57,142,346,135.0,77.0,134.0,0.5928,6320,0.3826,0.64,31.0
dolnośląskie,trzebnicki,2022,0220000,16,72,110,168,115.0,17.0,36.0,0.4889,5852,0.3976,0.64,33.3
dolnośląskie,walbrzyski,2022,0221000,20,40,105,143,92.0,8.0,43.0,0.5052,5431,0.315,0.66,29.1
dolnośląskie,wolowski,2022,0222000,9,70,129,97,60.0,12.0,25.0,0.6319,7909,0.5132,0.63,29.5
dolnośląskie,wroclawski,2022,0223000,48,272,533,608,376.0,99.0,133.0,0.4734,7161,0.3101,0.57,40.0
dolnośląskie,zgorzelecki,2022,0225000,9,111,280,423,220.0,74.0,129.0,0.5332,5980,0.4398,0.62,30.1
dolnośląskie,zabkowicki,2022,0224000,23,140,202,376,196.0,99.0,81.0,0.4609,5615,0.3671,0.63,31.8
dolnośląskie,zlotoryjski,2022,0226000,7,90,141,279,117.0,46.0,116.0,0.5107,6235,0.4718,0.64,29.7
dolnośląskie,sredzki,2022,0218000,27,64,133,160,105.0,12.0,43.0,0.5239,6315,0.372,0.62,33.7
dolnośląskie,swidnicki,2022,0219000,55,464,746,1106,650.0,147.0,309.0,0.46,6059,0.4567,0.65,29.6
kujawsko - pomorskie,aleksandrowski,2022,0401000,15,76,76,132,74.0,14.0,44.0,0.5682,5256,0.4219,0.63,31.6
kujawsko - pomorskie,brodnicki,2022,0402000,11,212,262,351,214.0,44.0,93.0,0.4332,5179,0.3765,0.68,29.2
kujawsko - pomorskie,bydgoski,2022,0403000,36,194,293,553,245.0,110.0,198.0,0.3788,5793,0.4951,0.64,34.7
kujawsko - pomorskie,chelminski,2022,0404000,31,105,146,172,109.0,19.0,44.0,0.5799,5339,0.4518,0.75,25.7
kujawsko - pomorskie,golubsko-dobrzynski,2022,0405000,33,90,153,290,131.0,30.0,129.0,0.618,6015,0.3125,0.73,27.1
kujawsko - pomorskie,grudziadzki,2022,0406000,12,97,97,213,92.0,42.0,79.0,0.6083,5523,0.3525,0.72,28.8
kujawsko - pomorskie,inowroclawski,2022,0407000,52,180,368,800,341.0,146.0,313.0,0.5546,5655,0.4813,0.69,26.5
kujawsko - pomorskie,lipnowski,2022,0408000,15,71,122,236,110.0,54.0,72.0,0.5305,4910,0.369,0.74,26.2
kujawsko - pomorskie,m. bydgoszcz,2022,0461000,24,390,772,830,491.0,148.0,191.0,0.3685,6435,0.454,0.62,27.8
kujawsko - pomorskie,m. grudziadz,2022,0462000,54,92,380,821,291.0,27.0,503.0,0.6019,5299,0.5701,0.63,27.0
kujawsko - pomorskie,m. torun,2022,0463000,47,341,319,373,285.0,19.0,69.0,0.4944,6450,0.3933,0.58,29.5
kujawsko - pomorskie,m. wloclawek,2022,0464000,68,303,459,566,222.0,106.0,238.0,0.6827,5892,0.4368,0.64,26.6
kujawsko - pomorskie,mogilenski,2022,0409000,2,64,75,142,74.0,23.0,45.0,0.5483,5482,0.3425,0.7,28.0
kujawsko - pomorskie,nakielski,2022,0410000,21,147,198,303,159.0,42.0,102.0,0.5764,5907,0.4128,0.75,26.0
kujawsko - pomorskie,radziejowski,2022,0411000,35,46,66,108,51.0,14.0,43.0,0.6765,5248,0.3141,0.72,29.0
kujawsko - pomorskie,rypinski,2022,0412000,11,54,65,74,60.0,4.0,10.0,0.5365,5140,0.3547,0.71,27.6
kujawsko - pomorskie,sepolenski,2022,0413000,28,108,156,315,135.0,30.0,150.0,0.5709,5229,0.4315,0.76,25.5
kujawsko - pomorskie,torunski,2022,0415000,19,122,174,252,139.0,14.0,99.0,0.4888,5441,0.3776,0.69,30.7
kujawsko - pomorskie,tucholski,2022,0416000,19,91,107,205,92.0,16.0,97.0,0.5644,5164,0.4396,0.69,28.0
kujawsko - pomorskie,wabrzeski,2022,0417000,10,41,54,80,41.0,15.0,24.0,0.6083,5653,0.395,0.72,26.7
kujawsko - pomorskie,wloclawski,2022,0418000,15,115,193,354,176.0,42.0,136.0,0.7313,5289,0.3105,0.72,29.3
kujawsko - pomorskie,swiecki,2022,0414000,41,145,222,418,172.0,36.0,210.0,0.4879,5795,0.4537,0.7,27.6
kujawsko - pomorskie,zninski,2022,0419000,25,132,204,466,191.0,75.0,200.0,0.497,5169,0.5875,0.71,27.4
lubelskie,bialski,2022,0601000,45,154,277,384,243.0,42.0,99.0,0.5899,5288,0.2922,0.63,33.3
lubelskie,bilgorajski,2022,0602000,23,145,204,311,184.0,30.0,97.0,0.4498,5109,0.3398,0.69,30.7
lubelskie,hrubieszowski,2022,0604000,13,54,180,229,163.0,30.0,36.0,0.6701,5487,0.4136,0.67,30.8
lubelskie,janowski,2022,0605000,4,70,106,164,94.0,28.0,42.0,0.677,5574,0.201,0.75,29.8
lubelskie,krasnostawski,2022,0606000,15,97,143,206,105.0,30.0,71.0,0.6541,5376,0.3059,0.63,32.8
lubelskie,krasnicki,2022,0607000,13,83,162,259,165.0,32.0,62.0,0.5891,5139,0.3922,0.69,29.9
lubelskie,lubartowski,2022,0608000,51,145,240,366,205.0,37.0,124.0,0.6637,5250,0.349,0.66,32.0
lubelskie,lubelski,2022,0609000,43,134,328,479,272.0,36.0,171.0,0.4451,5115,0.3787,0.64,35.4
lubelskie,m. biala podlaska,2022,0661000,10,107,160,329,142.0,10.0,177.0,0.5892,5691,0.59,0.59,31.3
lubelskie,m. chelm,2022,0662000,14,55,83,98,60.0,12.0,26.0,0.5591,5619,0.5787,0.61,28.8
lubelskie,m. lublin,2022,0663000,88,576,939,1234,734.0,107.0,393.0,0.5961,6402,0.429,0.57,30.2
lubelskie,m. zamosc,2022,0664000,7,95,182,198,160.0,23.0,15.0,0.6222,5875,0.4148,0.63,29.0
lubelskie,opolski,2022,0612000,45,172,241,425,211.0,48.0,166.0,0.5993,5132,0.3812,0.69,30.1
