LP.,wojewodztwo,powiat,gmina,typ gminy,"typ
jednostki",KESO,razem,MRiPS,MSWIA,MZ,MEiN,MKDNiS
1935,śląskie,zawierciański,Włodowice,wiejska,OPS,302416092000,19,19,X,X,X,X
1936,śląskie,zawierciański,Zawiercie,miejska,OPS,302416021000,109,109,X,X,X,X
1937,śląskie,zawierciański,Żarnowiec,wiejska,OPS,302416102000,12,12,X,X,X,X
1938,śląskie,m. Żory,M. Żory,miejska,MOPR,252479011000,96,96,X,X,X,X
1939,śląskie,żywiecki,Czernichów,wiejska,OPS,302417022000,11,11,X,X,X,X
1940,śląskie,żywiecki,Gilowice,wiejska,OPS,302417032000,22,22,X,X,X,X
1941,śląskie,żywiecki,Jeleśnia,wiejska,OPS,302417042000,12,12,X,X,X,X
1942,śląskie,żywiecki,Koszarawa,wiejska,OPS,302417052000,1,1,X,X,X,X
1943,śląskie,żywiecki,Lipowa,wiejska,OPS,302417062000,3,3,X,X,X,X
1944,śląskie,żywiecki,Łękawica,wiejska,OPS,302417072000,11,11,X,X,X,X
1945,śląskie,żywiecki,Łodygowice,wiejska,OPS,302417082000,17,17,X,X,X,X
1946,śląskie,żywiecki,Milówka,wiejska,OPS,302417092000,21,21,X,X,X,X
1947,śląskie,żywiecki,Radziechowy-Wieprz,wiejska,OPS,302417102000,17,17,X,X,X,X
1948,śląskie,żywiecki,Rajcza,wiejska,OPS,302417112000,4,4,X,X,X,X
1949,śląskie,żywiecki,Ślemień,wiejska,OPS,302417122000,0,0,X,X,X,X
1950,śląskie,żywiecki,Świnna,wiejska,OPS,302417132000,18,18,X,X,X,X
1951,śląskie,żywiecki,Ujsoły,wiejska,OPS,302417142000,10,10,X,X,X,X
1952,śląskie,żywiecki,Węgierska Górka,wiejska,OPS,302417152000,21,21,X,X,X,X
1953,śląskie,żywiecki,Żywiec,miejska,OPS,302417011000,34,34,X,X,X,X
1954,świętokrzyskie,-,-,-,WPS,102600000000,2715,2715,X,X,X,X
1955,świętokrzyskie,buski,Busko-Zdrój,miejsko-wiejska,OPS,302601013000,77,77,X,X,X,X
1956,świętokrzyskie,buski,Gnojno,wiejska,OPS,302601022000,11,11,X,X,X,X
1957,świętokrzyskie,buski,Nowy Korczyn,wiejska,OPS,302601032000,10,10,X,X,X,X
1958,świętokrzyskie,buski,Pacanów,wiejska,OPS,302601042000,14,14,X,X,X,X
1959,świętokrzyskie,buski,Solec-Zdrój,wiejska,OPS,302601052000,3,3,X,X,X,X
1960,świętokrzyskie,buski,Stopnica,miejsko-wiejska,OPS,302601062000,7,7,X,X,X,X
1961,świętokrzyskie,buski,Tuczępy,wiejska,OPS,302601072000,12,12,X,X,X,X
1962,świętokrzyskie,buski,Wiślica,miejsko-wiejska,OPS,302601082000,7,7,X,X,X,X
1963,świętokrzyskie,jędrzejowski,Imielno,wiejska,OPS,302602012000,6,6,X,X,X,X
1964,świętokrzyskie,jędrzejowski,Jędrzejów,miejsko-wiejska,OPS,302602023000,85,85,X,X,X,X
1965,świętokrzyskie,jędrzejowski,Małogoszcz,miejsko-wiejska,OPS,302602033000,9,9,X,X,X,X
1966,świętokrzyskie,jędrzejowski,Nagłowice,wiejska,OPS,302602042000,0,0,X,X,X,X
1967,świętokrzyskie,jędrzejowski,Oksa,wiejska,OPS,302602052000,0,0,X,X,X,X
1968,świętokrzyskie,jędrzejowski,Sędziszów,miejsko-wiejska,OPS,302602063000,16,16,X,X,X,X
1969,świętokrzyskie,jędrzejowski,Słupia,wiejska,OPS,302602072000,4,4,X,X,X,X
1970,świętokrzyskie,jędrzejowski,Sobków,wiejska,OPS,302602082000,15,15,X,X,X,X
1971,świętokrzyskie,jędrzejowski,Wodzisław,wiejska,OPS,302602092000,13,13,X,X,X,X
1972,świętokrzyskie,kazimierski,Bejsce,wiejska,OPS,302603012000,10,10,X,X,X,X
1973,świętokrzyskie,kazimierski,Czarnocin,wiejska,OPS,302603022000,10,10,X,X,X,X
1974,świętokrzyskie,kazimierski,Kazimierza Wielka,miejsko-wiejska,OPS,302603033000,27,27,X,X,X,X
1975,świętokrzyskie,kazimierski,Opatowiec,wiejska,OPS,302603042000,7,7,X,X,X,X
1976,świętokrzyskie,kazimierski,Skalbmierz,miejsko-wiejska,OPS,302603053000,0,0,X,X,X,X
1977,świętokrzyskie,m. Kielce,M. Kielce,miejska,MOPR,252661011000,802,802,X,X,X,X
1978,świętokrzyskie,kielecki,Bieliny,wiejska,OPS,302604012000,18,18,X,X,X,X
1979,świętokrzyskie,kielecki,Bodzentyn,miejsko-wiejska,OPS,302604023000,71,71,X,X,X,X
1980,świętokrzyskie,kielecki,Chęciny,miejsko-wiejska,OPS,302604033000,28,28,X,X,X,X
1981,świętokrzyskie,kielecki,Chmielnik,miejsko-wiejska,OPS,302604043000,18,18,X,X,X,X
1982,świętokrzyskie,kielecki,Daleszyce,miejsko-wiejska,OPS,302604053000,28,28,X,X,X,X
1983,świętokrzyskie,kielecki,Górno,wiejska,OPS,302604062000,36,36,X,X,X,X
1984,świętokrzyskie,kielecki,Łagów,miejsko-wiejska,OPS,302604072000,14,14,X,X,X,X
1985,świętokrzyskie,kielecki,Łopuszno,wiejska,OPS,302604082000,14,14,X,X,X,X
1986,świętokrzyskie,kielecki,Masłów,wiejska,OPS,302604092000,25,25,X,X,X,X
1987,świętokrzyskie,kielecki,Miedziana Góra,wiejska,OPS,302604102000,28,28,X,X,X,X
1988,świętokrzyskie,kielecki,Mniów,wiejska,OPS,302604112000,28,28,X,X,X,X
1989,świętokrzyskie,kielecki,Morawica,miejsko-wiejska,OPS,302604122000,37,37,X,X,X,X
1990,świętokrzyskie,kielecki,Nowa Słupia,wiejska,OPS,302604132000,16,16,X,X,X,X
1991,świętokrzyskie,kielecki,Nowiny,wiejska,OPS,302604172000,0,0,X,X,X,X
1992,świętokrzyskie,kielecki,Piekoszów,wiejska,OPS,302604142000,35,35,X,X,X,X
1993,świętokrzyskie,kielecki,Pierzchnica,wiejska,OPS,302604152000,5,5,X,X,X,X
1994,świętokrzyskie,kielecki,Raków,wiejska,OPS,302604162000,18,18,X,X,X,X
1995,świętokrzyskie,kielecki,Strawczyn,wiejska,OPS,302604182000,25,25,X,X,X,X
1996,świętokrzyskie,kielecki,Zagnańsk,wiejska,OPS,302604192000,24,24,X,X,X,X
1997,świętokrzyskie,konecki,Fałków,wiejska,OPS,302605012000,9,9,X,X,X,X
1998,świętokrzyskie,konecki,Gowarczów,wiejska,OPS,302605022000,12,12,X,X,X,X
1999,świętokrzyskie,konecki,Końskie,miejsko-wiejska,OPS,302605033000,59,59,X,X,X,X
2000,świętokrzyskie,konecki,Radoszyce,miejsko-wiejska,OPS,302605042000,9,9,X,X,X,X
2001,świętokrzyskie,konecki,Ruda Maleniecka,wiejska,OPS,302605052000,5,5,X,X,X,X
2002,świętokrzyskie,konecki,Słupia Konecka,wiejska,OPS,302605062000,10,10,X,X,X,X
2003,świętokrzyskie,konecki,Smyków,wiejska,OPS,302605072000,20,20,X,X,X,X
2004,świętokrzyskie,konecki,Stąporków,miejsko-wiejska,OPS,302605083000,48,48,X,X,X,X
2005,świętokrzyskie,opatowski,Baćkowice,wiejska,OPS,302606012000,8,8,X,X,X,X
2006,świętokrzyskie,opatowski,Iwaniska,wiejska,OPS,302606022000,9,9,X,X,X,X
2007,świętokrzyskie,opatowski,Lipnik,wiejska,OPS,302606032000,14,14,X,X,X,X
2008,świętokrzyskie,opatowski,Opatów,miejsko-wiejska,OPS,302606043000,15,15,X,X,X,X
2009,świętokrzyskie,opatowski,Ożarów,miejsko-wiejska,OPS,302606053000,10,10,X,X,X,X
2010,świętokrzyskie,opatowski,Sadowie,wiejska,OPS,302606062000,0,0,X,X,X,X
2011,świętokrzyskie,opatowski,Tarłów,wiejska,OPS,302606072000,11,11,X,X,X,X
2012,świętokrzyskie,opatowski,Wojciechowice,wiejska,OPS,302606082000,10,10,X,X,X,X
2013,świętokrzyskie,ostrowiecki,Bałtów,wiejska,OPS,302607022000,2,2,X,X,X,X
2014,świętokrzyskie,ostrowiecki,Bodzechów,wiejska,OPS,302607032000,0,0,X,X,X,X
2015,świętokrzyskie,ostrowiecki,Ćmielów,miejsko-wiejska,OPS,302607043000,10,10,X,X,X,X
2016,świętokrzyskie,ostrowiecki,Kunów,miejsko-wiejska,OPS,302607053000,5,5,X,X,X,X
2017,świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,miejska,OPS,302607011000,91,91,X,X,X,X
2018,świętokrzyskie,ostrowiecki,Waśniów,wiejska,OPS,302607062000,17,17,X,X,X,X
2019,świętokrzyskie,pińczowski,Działoszyce,miejsko-wiejska,OPS,302608013000,0,0,X,X,X,X
2020,świętokrzyskie,pińczowski,Kije,wiejska,OPS,302608022000,20,20,X,X,X,X
2021,świętokrzyskie,pińczowski,Michałów,wiejska,OPS,302608032000,14,14,X,X,X,X
2022,świętokrzyskie,pińczowski,Pińczów,miejsko-wiejska,OPS,302608043000,30,30,X,X,X,X
2023,świętokrzyskie,pińczowski,Złota,wiejska,OPS,302608052000,6,6,X,X,X,X
2024,świętokrzyskie,sandomierski,Dwikozy,wiejska,OPS,302609022000,2,2,X,X,X,X
2025,świętokrzyskie,sandomierski,Klimontów,wiejska,OPS,302609032000,1,1,X,X,X,X
2026,świętokrzyskie,sandomierski,Koprzywnica,miejsko-wiejska,OPS,302609043000,16,16,X,X,X,X
2027,świętokrzyskie,sandomierski,Łoniów,wiejska,OPS,302609052000,0,0,X,X,X,X
2028,świętokrzyskie,sandomierski,Obrazów,wiejska,OPS,302609062000,8,8,X,X,X,X
2029,świętokrzyskie,sandomierski,Samborzec,wiejska,OPS,302609072000,2,2,X,X,X,X
2030,świętokrzyskie,sandomierski,Sandomierz,miejska,OPS,302609011000,16,16,X,X,X,X
2031,świętokrzyskie,sandomierski,Wilczyce,wiejska,OPS,302609082000,14,14,X,X,X,X
2032,świętokrzyskie,sandomierski,Zawichost,miejsko-wiejska,OPS,302609093000,3,3,X,X,X,X
2033,świętokrzyskie,skarżyski,Bliżyn,wiejska,OPS,302610022000,2,2,X,X,X,X
2034,świętokrzyskie,skarżyski,Łączna,wiejska,OPS,302610032000,4,4,X,X,X,X
2035,świętokrzyskie,skarżyski,Skarżysko Kościelne,wiejska,OPS,302610042000,5,5,X,X,X,X
2036,świętokrzyskie,skarżyski,Skarżysko-Kamienna,miejska,OPS,302610011000,103,103,X,X,X,X
2037,świętokrzyskie,skarżyski,Suchedniów,miejsko-wiejska,OPS,302610053000,8,8,X,X,X,X
2038,świętokrzyskie,starachowicki,Brody,wiejska,OPS,302611022000,42,42,X,X,X,X
2039,świętokrzyskie,starachowicki,Mirzec,wiejska,OPS,302611032000,25,25,X,X,X,X
2040,świętokrzyskie,starachowicki,Pawłów,wiejska,OPS,302611042000,36,36,X,X,X,X
2041,świętokrzyskie,starachowicki,Starachowice,miejska,OPS,302611011000,171,171,X,X,X,X
2042,świętokrzyskie,starachowicki,Wąchock,miejsko-wiejska,OPS,302611053000,6,6,X,X,X,X
2043,świętokrzyskie,staszowski,Bogoria,wiejska,OPS,302612012000,29,29,X,X,X,X
2044,świętokrzyskie,staszowski,Łubnice,wiejska,OPS,302612022000,1,1,X,X,X,X
2045,świętokrzyskie,staszowski,Oleśnica,wiejska,OPS,302612032000,3,3,X,X,X,X
2046,świętokrzyskie,staszowski,Osiek,miejsko-wiejska,OPS,302612043000,14,14,X,X,X,X
2047,świętokrzyskie,staszowski,Połaniec,miejsko-wiejska,OPS,302612053000,29,29,X,X,X,X
2048,świętokrzyskie,staszowski,Rytwiany,wiejska,OPS,302612062000,13,13,X,X,X,X
2049,świętokrzyskie,staszowski,Staszów,miejsko-wiejska,OPS,302612073000,29,29,X,X,X,X
2050,świętokrzyskie,staszowski,Szydłów,wiejska,OPS,302612082000,7,7,X,X,X,X
2051,świętokrzyskie,włoszczowski,Kluczewsko,wiejska,OPS,302613012000,8,8,X,X,X,X
2052,świętokrzyskie,włoszczowski,Krasocin,wiejska,OPS,302613022000,11,11,X,X,X,X
2053,świętokrzyskie,włoszczowski,Moskorzew,wiejska,OPS,302613032000,0,0,X,X,X,X
2054,świętokrzyskie,włoszczowski,Radków,wiejska,OPS,302613042000,6,6,X,X,X,X
2055,świętokrzyskie,włoszczowski,Secemin,wiejska,OPS,302613052000,2,2,X,X,X,X
2056,świętokrzyskie,włoszczowski,Włoszczowa,miejsko-wiejska,OPS,302613063000,42,42,X,X,X,X
2057,warmińsko-mazurskie,-,-,-,WPS,102800000000,2484,2484,X,X,X,X
2058,warmińsko-mazurskie,bartoszycki,Bartoszyce,miejska,OPS,302801011000,43,43,X,X,X,X
2059,warmińsko-mazurskie,bartoszycki,Bartoszyce,wiejska,OPS,302801032000,27,27,X,X,X,X
2060,warmińsko-mazurskie,bartoszycki,Bisztynek,miejsko-wiejska,OPS,302801043000,3,3,X,X,X,X
2061,warmińsko-mazurskie,bartoszycki,Górowo Iławeckie,miejska,OPS,302801021000,7,7,X,X,X,X
2062,warmińsko-mazurskie,bartoszycki,Górowo Iławeckie,wiejska,OPS,302801052000,17,17,X,X,X,X
2063,warmińsko-mazurskie,bartoszycki,Sępopol,miejsko-wiejska,OPS,302801063000,5,5,X,X,X,X
2064,warmińsko-mazurskie,braniewski,Braniewo,miejska,OPS,302802011000,18,18,X,X,X,X
2065,warmińsko-mazurskie,braniewski,Braniewo,wiejska,OPS,302802022000,11,11,X,X,X,X
2066,warmińsko-mazurskie,braniewski,Frombork,miejsko-wiejska,OPS,302802033000,5,5,X,X,X,X
2067,warmińsko-mazurskie,braniewski,Lelkowo,wiejska,OPS,302802042000,5,5,X,X,X,X
2068,warmińsko-mazurskie,braniewski,Pieniężno,miejsko-wiejska,OPS,302802053000,2,2,X,X,X,X
2069,warmińsko-mazurskie,braniewski,Płoskinia,wiejska,OPS,302802062000,2,2,X,X,X,X
2070,warmińsko-mazurskie,braniewski,Wilczęta,wiejska,OPS,302802072000,11,11,X,X,X,X
2071,warmińsko-mazurskie,działdowski,Działdowo,miejska,OPS,302803011000,85,85,X,X,X,X
2072,warmińsko-mazurskie,działdowski,Działdowo,wiejska,OPS,302803022000,6,6,X,X,X,X
2073,warmińsko-mazurskie,działdowski,Iłowo-Osada,wiejska,OPS,302803032000,23,23,X,X,X,X
2074,warmińsko-mazurskie,działdowski,Lidzbark,miejsko-wiejska,OPS,302803043000,9,9,X,X,X,X
2075,warmińsko-mazurskie,działdowski,Płośnica,wiejska,OPS,302803052000,6,6,X,X,X,X
2076,warmińsko-mazurskie,działdowski,Rybno,wiejska,OPS,302803062000,15,15,X,X,X,X
2077,warmińsko-mazurskie,m. Elbląg,M. Elbląg,miejska,MOPR,252861011000,340,340,X,X,X,X
2078,warmińsko-mazurskie,elbląski,Elbląg,wiejska,OPS,302804012000,8,8,X,X,X,X
2079,warmińsko-mazurskie,elbląski,Godkowo,wiejska,OPS,302804022000,7,7,X,X,X,X
2080,warmińsko-mazurskie,elbląski,Gronowo Elbląskie,wiejska,OPS,302804032000,3,3,X,X,X,X
2081,warmińsko-mazurskie,elbląski,Markusy,wiejska,OPS,302804042000,3,3,X,X,X,X
2082,warmińsko-mazurskie,elbląski,Milejewo,wiejska,OPS,302804052000,7,7,X,X,X,X
2083,warmińsko-mazurskie,elbląski,Młynary,miejsko-wiejska,OPS,302804063000,16,16,X,X,X,X
2084,warmińsko-mazurskie,elbląski,Pasłęk,miejsko-wiejska,OPS,302804073000,23,23,X,X,X,X
2085,warmińsko-mazurskie,elbląski,Rychliki,wiejska,OPS,302804082000,13,13,X,X,X,X
2086,warmińsko-mazurskie,elbląski,Tolkmicko,miejsko-wiejska,OPS,302804093000,25,25,X,X,X,X
2087,warmińsko-mazurskie,ełcki,Ełk,miejska,OPS,302805011000,114,114,X,X,X,X
2088,warmińsko-mazurskie,ełcki,Ełk,wiejska,OPS,302805022000,32,32,X,X,X,X
2089,warmińsko-mazurskie,ełcki,Kalinowo,wiejska,OPS,302805032000,11,11,X,X,X,X
2090,warmińsko-mazurskie,ełcki,Prostki,wiejska,OPS,302805042000,15,15,X,X,X,X
2091,warmińsko-mazurskie,ełcki,Stare Juchy,wiejska,OPS,302805052000,14,14,X,X,X,X
2092,warmińsko-mazurskie,giżycki,Giżycko,miejska,OPS,302806011000,46,46,X,X,X,X
2093,warmińsko-mazurskie,giżycki,Giżycko,wiejska,OPS,302806042000,9,9,X,X,X,X
2094,warmińsko-mazurskie,giżycki,Kruklanki,wiejska,OPS,302806052000,3,3,X,X,X,X
2095,warmińsko-mazurskie,giżycki,Miłki,wiejska,OPS,302806062000,1,1,X,X,X,X
2096,warmińsko-mazurskie,giżycki,Ryn,miejsko-wiejska,OPS,302806083000,2,2,X,X,X,X
2097,warmińsko-mazurskie,giżycki,Wydminy,wiejska,OPS,302806102000,0,0,X,X,X,X
2098,warmińsko-mazurskie,gołdapski,Banie Mazurskie,wiejska,OPS,302818012000,11,11,X,X,X,X
2099,warmińsko-mazurskie,gołdapski,Dubeninki,wiejska,OPS,302818022000,3,3,X,X,X,X
2100,warmińsko-mazurskie,gołdapski,Gołdap,miejsko-wiejska,OPS,302818033000,28,28,X,X,X,X
2101,warmińsko-mazurskie,iławski,Iława,miejska,OPS,302807011000,59,59,X,X,X,X
2102,warmińsko-mazurskie,iławski,Iława,wiejska,OPS,302807032000,11,11,X,X,X,X
2103,warmińsko-mazurskie,iławski,Kisielice,miejsko-wiejska,OPS,302807043000,17,17,X,X,X,X
2104,warmińsko-mazurskie,iławski,Lubawa,miejska,OPS,302807021000,30,30,X,X,X,X
2105,warmińsko-mazurskie,iławski,Lubawa,wiejska,OPS,302807052000,3,3,X,X,X,X
2106,warmińsko-mazurskie,iławski,Susz,miejsko-wiejska,OPS,302807063000,16,16,X,X,X,X
2107,warmińsko-mazurskie,iławski,Zalewo,miejsko-wiejska,OPS,302807073000,8,8,X,X,X,X
2108,warmińsko-mazurskie,kętrzyński,Barciany,wiejska,OPS,302808022000,12,12,X,X,X,X
2109,warmińsko-mazurskie,kętrzyński,Kętrzyn,miejska,OPS,302808011000,15,15,X,X,X,X
2110,warmińsko-mazurskie,kętrzyński,Kętrzyn,wiejska,OPS,302808032000,9,9,X,X,X,X
2111,warmińsko-mazurskie,kętrzyński,Korsze,miejsko-wiejska,OPS,302808043000,18,18,X,X,X,X
2112,warmińsko-mazurskie,kętrzyński,Reszel,miejsko-wiejska,OPS,302808053000,19,19,X,X,X,X
2113,warmińsko-mazurskie,kętrzyński,Srokowo,wiejska,OPS,302808062000,8,8,X,X,X,X
2114,warmińsko-mazurskie,lidzbarski,Kiwity,wiejska,OPS,302809022000,10,10,X,X,X,X
2115,warmińsko-mazurskie,lidzbarski,Lidzbark Warmiński,miejska,OPS,302809011000,38,38,X,X,X,X
2116,warmińsko-mazurskie,lidzbarski,Lidzbark Warmiński,wiejska,OPS,302809032000,14,14,X,X,X,X
2117,warmińsko-mazurskie,lidzbarski,Lubomino,wiejska,OPS,302809042000,6,6,X,X,X,X
2118,warmińsko-mazurskie,lidzbarski,Orneta,miejsko-wiejska,OPS,302809053000,12,12,X,X,X,X
2119,warmińsko-mazurskie,mrągowski,Mikołajki,miejsko-wiejska,OPS,302810023000,10,10,X,X,X,X
2120,warmińsko-mazurskie,mrągowski,Mrągowo,miejska,OPS,302810011000,39,39,X,X,X,X
2121,warmińsko-mazurskie,mrągowski,Mrągowo,wiejska,OPS,302810032000,5,5,X,X,X,X
2122,warmińsko-mazurskie,mrągowski,Piecki,wiejska,OPS,302810042000,21,21,X,X,X,X
2123,warmińsko-mazurskie,mrągowski,Sorkwity,wiejska,OPS,302810052000,10,10,X,X,X,X
2124,warmińsko-mazurskie,nidzicki,Janowiec Kościelny,wiejska,OPS,302811012000,6,6,X,X,X,X
2125,warmińsko-mazurskie,nidzicki,Janowo,wiejska,OPS,302811022000,1,1,X,X,X,X
2126,warmińsko-mazurskie,nidzicki,Kozłowo,wiejska,OPS,302811032000,11,11,X,X,X,X
2127,warmińsko-mazurskie,nidzicki,Nidzica,miejsko-wiejska,OPS,302811043000,39,39,X,X,X,X
2128,warmińsko-mazurskie,nowomiejski,Biskupiec,wiejska,OPS,302812022000,7,7,X,X,X,X
2129,warmińsko-mazurskie,nowomiejski,Grodziczno,wiejska,OPS,302812032000,10,10,X,X,X,X
2130,warmińsko-mazurskie,nowomiejski,Kurzętnik,wiejska,OPS,302812042000,20,20,X,X,X,X
2131,warmińsko-mazurskie,nowomiejski,Nowe Miasto Lubawskie,miejska,OPS,302812011000,17,17,X,X,X,X
2132,warmińsko-mazurskie,nowomiejski,Nowe Miasto Lubawskie,wiejska,OPS,302812052000,12,12,X,X,X,X
2133,warmińsko-mazurskie,olecki,Kowale Oleckie,wiejska,OPS,302813032000,30,30,X,X,X,X
2134,warmińsko-mazurskie,olecki,Olecko,miejsko-wiejska,OPS,302813043000,78,78,X,X,X,X
2135,warmińsko-mazurskie,olecki,Świętajno,wiejska,OPS,302813052000,12,12,X,X,X,X
2136,warmińsko-mazurskie,olecki,Wieliczki,wiejska,OPS,302813062000,0,0,X,X,X,X
2137,warmińsko-mazurskie,m. Olsztyn,M. Olsztyn,miejska,MOPR,252862011000,198,198,X,X,X,X
2138,warmińsko-mazurskie,olsztyński,Barczewo,miejsko-wiejska,OPS,302814013000,28,28,X,X,X,X
2139,warmińsko-mazurskie,olsztyński,Biskupiec,miejsko-wiejska,OPS,302814023000,29,29,X,X,X,X
2140,warmińsko-mazurskie,olsztyński,Dobre Miasto,miejsko-wiejska,OPS,302814033000,50,50,X,X,X,X
2141,warmińsko-mazurskie,olsztyński,Dywity,wiejska,OPS,302814042000,11,11,X,X,X,X
2142,warmińsko-mazurskie,olsztyński,Gietrzwałd,wiejska,OPS,302814052000,22,22,X,X,X,X
2143,warmińsko-mazurskie,olsztyński,Jeziorany,miejsko-wiejska,OPS,302814063000,23,23,X,X,X,X
2144,warmińsko-mazurskie,olsztyński,Jonkowo,wiejska,OPS,302814072000,8,8,X,X,X,X
2145,warmińsko-mazurskie,olsztyński,Kolno,wiejska,OPS,302814082000,0,0,X,X,X,X
2146,warmińsko-mazurskie,olsztyński,Olsztynek,miejsko-wiejska,OPS,302814093000,3,3,X,X,X,X
2147,warmińsko-mazurskie,olsztyński,Purda,wiejska,OPS,302814102000,10,10,X,X,X,X
2148,warmińsko-mazurskie,olsztyński,Stawiguda,wiejska,OPS,302814112000,20,20,X,X,X,X
2149,warmińsko-mazurskie,olsztyński,Świątki,wiejska,OPS,302814122000,16,16,X,X,X,X
2150,warmińsko-mazurskie,ostródzki,Dąbrówno,wiejska,OPS,302815022000,17,17,X,X,X,X
2151,warmińsko-mazurskie,ostródzki,Grunwald,wiejska,OPS,302815032000,15,15,X,X,X,X
2152,warmińsko-mazurskie,ostródzki,Łukta,wiejska,OPS,302815042000,11,11,X,X,X,X
2153,warmińsko-mazurskie,ostródzki,Małdyty,wiejska,OPS,302815052000,21,21,X,X,X,X
2154,warmińsko-mazurskie,ostródzki,Miłakowo,miejsko-wiejska,OPS,302815063000,13,13,X,X,X,X
2155,warmińsko-mazurskie,ostródzki,Miłomłyn,miejsko-wiejska,OPS,302815073000,11,11,X,X,X,X
2156,warmińsko-mazurskie,ostródzki,Morąg,miejsko-wiejska,OPS,302815083000,33,33,X,X,X,X
2157,warmińsko-mazurskie,ostródzki,Ostróda,miejska,OPS,302815011000,57,57,X,X,X,X
2158,warmińsko-mazurskie,ostródzki,Ostróda,wiejska,OPS,302815092000,19,19,X,X,X,X
2159,warmińsko-mazurskie,piski,Biała Piska,miejsko-wiejska,OPS,302816013000,35,35,X,X,X,X
2160,warmińsko-mazurskie,piski,Orzysz,miejsko-wiejska,OPS,302816023000,30,30,X,X,X,X
2161,warmińsko-mazurskie,piski,Pisz,miejsko-wiejska,OPS,302816033000,69,69,X,X,X,X
2162,warmińsko-mazurskie,piski,Ruciane-Nida,miejsko-wiejska,OPS,302816043000,3,3,X,X,X,X
2163,warmińsko-mazurskie,szczycieński,Dźwierzuty,wiejska,OPS,302817022000,2,2,X,X,X,X
2164,warmińsko-mazurskie,szczycieński,Jedwabno,wiejska,OPS,302817032000,5,5,X,X,X,X
2165,warmińsko-mazurskie,szczycieński,Pasym,miejsko-wiejska,OPS,302817043000,4,4,X,X,X,X
2166,warmińsko-mazurskie,szczycieński,Rozogi,wiejska,OPS,302817052000,10,10,X,X,X,X
2167,warmińsko-mazurskie,szczycieński,Szczytno,miejska,OPS,302817011000,33,33,X,X,X,X
2168,warmińsko-mazurskie,szczycieński,Szczytno,wiejska,OPS,302817062000,0,0,X,X,X,X
2169,warmińsko-mazurskie,szczycieński,Świętajno,wiejska,OPS,302817072000,2,2,X,X,X,X
2170,warmińsko-mazurskie,szczycieński,Wielbark,wiejska,OPS,302817082000,4,4,X,X,X,X
2171,warmińsko-mazurskie,węgorzewski,Budry,wiejska,OPS,302819012000,0,0,X,X,X,X
2172,warmińsko-mazurskie,węgorzewski,Pozezdrze,wiejska,OPS,302819022000,3,3,X,X,X,X
2173,warmińsko-mazurskie,węgorzewski,Węgorzewo,miejsko-wiejska,OPS,302819033000,2,2,X,X,X,X
2174,wielkopolskie,-,-,-,WPS,103000000000,4824,4824,X,X,X,X
2175,wielkopolskie,chodzieski,Budzyń,wiejska,OPS,303001022000,9,9,X,X,X,X
2176,wielkopolskie,chodzieski,Chodzież,miejska,OPS,303001011000,69,69,X,X,X,X
2177,wielkopolskie,chodzieski,Chodzież,wiejska,OPS,303001032000,16,16,X,X,X,X
2178,wielkopolskie,chodzieski,Margonin,miejsko-wiejska,OPS,303001043000,7,7,X,X,X,X
2179,wielkopolskie,chodzieski,Szamocin,miejsko-wiejska,OPS,303001053000,26,26,X,X,X,X
2180,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,miejska,OPS,303002011000,14,14,X,X,X,X
2181,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,wiejska,OPS,303002022000,23,23,X,X,X,X
2182,wielkopolskie,czarnkowsko-trzcianecki,Drawsko,wiejska,OPS,303002032000,7,7,X,X,X,X
2183,wielkopolskie,czarnkowsko-trzcianecki,Krzyż Wielkopolski,miejsko-wiejska,OPS,303002043000,21,21,X,X,X,X
2184,wielkopolskie,czarnkowsko-trzcianecki,Lubasz,wiejska,OPS,303002052000,5,5,X,X,X,X
2185,wielkopolskie,czarnkowsko-trzcianecki,Połajewo,wiejska,OPS,303002062000,15,15,X,X,X,X
2186,wielkopolskie,czarnkowsko-trzcianecki,Trzcianka,miejsko-wiejska,OPS,303002073000,50,50,X,X,X,X
2187,wielkopolskie,czarnkowsko-trzcianecki,Wieleń,miejsko-wiejska,OPS,303002083000,24,24,X,X,X,X
2188,wielkopolskie,gnieźnieński,Czerniejewo,miejsko-wiejska,OPS,303003023000,9,9,X,X,X,X
2189,wielkopolskie,gnieźnieński,Gniezno,miejska,OPS,303003011000,129,129,X,X,X,X
2190,wielkopolskie,gnieźnieński,Gniezno,wiejska,OPS,303003032000,1,1,X,X,X,X
2191,wielkopolskie,gnieźnieński,Kiszkowo,wiejska,OPS,303003042000,6,6,X,X,X,X
2192,wielkopolskie,gnieźnieński,Kłecko,miejsko-wiejska,OPS,303003053000,20,20,X,X,X,X
2193,wielkopolskie,gnieźnieński,Łubowo,wiejska,OPS,303003062000,4,4,X,X,X,X
2194,wielkopolskie,gnieźnieński,Mieleszyn,wiejska,OPS,303003072000,18,18,X,X,X,X
2195,wielkopolskie,gnieźnieński,Niechanowo,wiejska,OPS,303003082000,4,4,X,X,X,X
2196,wielkopolskie,gnieźnieński,Trzemeszno,miejsko-wiejska,OPS,303003093000,47,47,X,X,X,X
